"V1" "V2"
"51930" 21 63.17
"51931" 21 62.68
"51932" 21 63.1
"51933" 21 62.78
"51934" 21 63.1
"51935" 21 62.84
"51936" 21 63.04
"51937" 21 39.9
"51938" 21 63.05
"51939" 21 63.05
"51940" 21 62.79
"51941" 21 58.83
"51942" 21 62.58
"51943" 21 62.73
"51944" 21 63.18
"51945" 21 37.28
"51946" 21 62.85
"51947" 21 62.74
"51948" 21 62.93
"51949" 21 62.43
"51950" 21 63.06
"51951" 21 62.66
"51952" 21 5
"51953" 21 62.77
"51954" 21 62.8
"51955" 21 62.49
"51956" 21 62.68
"51957" 21 47.13
"51958" 21 63.17
"51959" 21 63.02
"51960" 21 62.72
"51961" 21 62.56
"51962" 21 63.17
"51963" 21 63.15
"51964" 21 75.44
"51965" 21 63.05
"51966" 21 63.1
"51967" 21 62.67
"51968" 21 62.97
"51969" 21 62.75
"51970" 21 62.98
"51971" 21 63.14
"51972" 21 62.99
"51973" 21 63.13
"51974" 21 62.73
"51975" 21 62.98
"51976" 21 63.18
"51977" 21 63.15
"51978" 21 62.99
"51979" 21 62.98
"51980" 21 63.1
"51981" 21 62.6
"51982" 21 63.15
"51983" 21 56.59
"51984" 21 43.7
"51985" 21 63.01
"51986" 21 63.15
"51987" 21 62.94
"51988" 21 63.12
"51989" 21 63.04
"51990" 21 63.19
"51991" 21 59.93
"51992" 21 63.16
"51993" 21 62.94
"51994" 21 63.03
"51995" 21 62.92
"51996" 21 63.13
"51997" 21 63.15
"51998" 21 63.17
"51999" 21 62.48
"52000" 21 63.11
"52001" 21 37.69
"52002" 21 63.13
"52003" 21 63.15
"52004" 21 63.06
"52005" 21 63.2
"52006" 21 60.09
"52007" 21 37.7
"52008" 21 62.6
"52009" 21 63.16
"52010" 21 63.02
"52011" 21 63.13
"52012" 21 62.79
"52013" 21 63.13
"52014" 21 63.15
"52015" 21 62.48
"52016" 21 62.84
"52017" 21 63.05
"52018" 21 63.13
"52019" 21 60.02
"52020" 21 63
"52021" 21 63.14
"52022" 21 63.14
"52023" 21 63.15
"52024" 21 63.18
"52025" 21 36.71
"52026" 21 63.17
"52027" 21 63.16
"52028" 21 63.16
"52029" 21 63.17
"52030" 21 62.46
"52031" 21 62.58
"52032" 21 63.16
"52033" 21 62.52
"52034" 21 62.97
"52035" 21 62.63
"52036" 21 63.15
"52037" 21 63.15
"52038" 21 63.16
"52039" 21 63.15
"52040" 21 62.57
"52041" 21 62.68
"52042" 21 63.06
"52043" 21 63.14
"52044" 21 62.55
"52045" 21 52.11
"52046" 21 63.16
"52047" 21 62.72
"52048" 21 63.15
"52049" 21 63.16
"52050" 21 63.16
"52051" 21 62.91
"52052" 21 63.14
"52053" 21 63.08
"52054" 21 63.15
"52055" 21 62.75
"52056" 21 62.98
"52057" 21 62.61
"52058" 21 63.19
"52059" 21 62.56
"52060" 21 63.16
"52061" 21 62.64
"52062" 21 62.78
"52063" 21 62.18
"52064" 21 63.08
"52065" 21 63.14
"52066" 21 58.88
"52067" 21 63.16
"52068" 21 63.13
"52069" 21 62.91
"52070" 21 63.14
"52071" 21 63.01
"52072" 21 62.95
"52073" 21 63.13
"52074" 21 62.94
"52075" 21 62.68
"52076" 21 63.14
"52077" 21 63.11
"52078" 21 62.66
"52079" 21 63.07
"52080" 21 62.94
"52081" 21 63.19
"52082" 21 32.07
"52083" 21 62.39
"52084" 21 63.15
"52085" 21 60.13
"52086" 21 62.92
"52087" 21 62.47
"52088" 21 63.17
"52089" 21 63.15
"52090" 21 63.13
"52091" 21 62.29
"52092" 21 63.02
"52093" 21 63.1
"52094" 21 62.41
"52095" 21 62.31
"52096" 21 63.19
"52097" 21 59.33
"52098" 21 37.7
"52099" 21 62.98
"52100" 21 59.82
"52101" 21 63.13
"52102" 21 63.15
"52103" 21 62.73
"52104" 21 63.13
"52105" 21 62.31
"52106" 21 63.15
"52107" 21 62.42
"52108" 21 63.1
"52109" 21 62.95
"52110" 21 62.92
"52111" 21 63.12
"52112" 21 63.17
"52113" 21 62.53
"52114" 21 62.47
"52115" 21 62.96
"52116" 21 62.49
"52117" 21 63.16
"52118" 21 63.18
"52119" 21 62.93
"52120" 21 63.1
"52121" 21 62.45
"52122" 22 60.12
"52123" 22 66.19
"52124" 22 66.02
"52125" 22 66.15
"52126" 22 66.17
"52127" 22 66.12
"52128" 22 66.18
"52129" 22 65.9
"52130" 22 65.38
"52131" 22 65.53
"52132" 22 65.72
"52133" 22 66.13
"52134" 22 65.41
"52135" 22 66.03
"52136" 22 65.92
"52137" 22 66.15
"52138" 22 66.15
"52139" 22 65.9
"52140" 22 66.16
"52141" 22 65.3
"52142" 22 65.65
"52143" 22 99
"52144" 22 66.18
"52145" 22 66
"52146" 22 66.17
"52147" 22 65.49
"52148" 22 63.17
"52149" 22 12.29
"52150" 22 9.57
"52151" 22 42.69
"52152" 22 66.14
"52153" 22 65.69
"52154" 22 65.56
"52155" 22 66.21
"52156" 22 66.2
"52157" 22 66.2
"52158" 22 66.16
"52159" 22 66
"52160" 22 65.56
"52161" 22 61.61
"52162" 22 66.2
"52163" 22 19.9
"52164" 22 18.77
"52165" 22 66.12
"52166" 22 66.13
"52167" 22 66.12
"52168" 22 65.96
"52169" 22 65.99
"52170" 22 99
"52171" 22 66.15
"52172" 22 66.15
"52173" 22 65.75
"52174" 22 65.49
"52175" 22 66.21
"52176" 22 66.13
"52177" 22 66.08
"52178" 22 66.14
"52179" 22 65.38
"52180" 22 66.13
"52181" 22 66.13
"52182" 22 99
"52183" 22 66.18
"52184" 22 66.16
"52185" 22 66.06
"52186" 22 66.17
"52187" 22 66.15
"52188" 22 57.06
"52189" 22 66.17
"52190" 22 65.94
"52191" 22 66.16
"52192" 22 66.15
"52193" 22 65.51
"52194" 22 65.8
"52195" 22 66.14
"52196" 22 99
"52197" 22 65.36
"52198" 22 65.29
"52199" 22 65.63
"52200" 22 65.97
"52201" 22 66.16
"52202" 22 66.2
"52203" 22 66.2
"52204" 22 29.95
"52205" 22 65.51
"52206" 22 66.15
"52207" 22 66.18
"52208" 22 66.18
"52209" 22 66.19
"52210" 22 60.93
"52211" 22 33.61
"52212" 22 66.13
"52213" 22 66.19
"52214" 22 65.98
"52215" 22 66.17
"52216" 22 65.91
"52217" 22 66.14
"52218" 22 33.24
"52219" 22 66.15
"52220" 22 66.11
"52221" 22 66.16
"52222" 22 65.84
"52223" 22 66.15
"52224" 22 65.99
"52225" 22 66.18
"52226" 22 15.82
"52227" 22 66.03
"52228" 22 59.93
"52229" 22 65.9
"52230" 22 66.15
"52231" 22 66.17
"52232" 22 66.14
"52233" 22 65.93
"52234" 22 66.15
"52235" 22 66.03
"52236" 22 66.14
"52237" 22 65.96
"52238" 22 61.5
"52239" 22 65.71
"52240" 22 65.49
"52241" 22 66.16
"52242" 22 66.18
"52243" 22 66.02
"52244" 22 66
"52245" 22 57.17
"52246" 22 66
"52247" 22 66.07
"52248" 22 66.11
"52249" 22 66.11
"52250" 22 66.12
"52251" 22 66.16
"52252" 22 65.94
"52253" 22 99
"52254" 22 66
"52255" 22 65.82
"52256" 22 66.03
"52257" 22 65.97
"52258" 22 66.16
"52259" 22 66.17
"52260" 22 66.14
"52261" 22 65.53
"52262" 22 66.17
"52263" 22 65.48
"52264" 22 66.14
"52265" 22 65.56
"52266" 22 66.19
"52267" 22 66.17
"52268" 22 66.2
"52269" 22 66.15
"52270" 22 66.14
"52271" 22 33.28
"52272" 22 66.07
"52273" 22 66.17
"52274" 22 66.1
"52275" 22 66.03
"52276" 22 66.21
"52277" 22 66.15
"52278" 22 63.14
"52279" 22 66.15
"52280" 22 66.15
"52281" 22 66.18
"52282" 22 66.17
"52283" 22 65.97
"52284" 22 66.16
"52285" 22 65.66
"52286" 22 65.6
"52287" 22 66.17
"52288" 22 66.14
"52289" 22 65.62
"52290" 22 65.52
"52291" 22 66.14
"52292" 22 66.15
"52293" 22 66.17
"52294" 22 66.14
"52295" 22 66.12
"52296" 22 66.18
"52297" 22 66.17
"52298" 22 66.17
"52299" 22 66.21
"52300" 22 66.16
"52301" 22 66.19
"52302" 22 63.94
"52303" 22 66.16
"52304" 22 66.06
"52305" 22 66.1
"52306" 22 65.69
"52307" 22 66.19
"52308" 22 53.29
"52309" 22 66.19
"52310" 22 66.16
"52311" 22 66.19
"52312" 22 66.15
"52313" 22 66.12
"52314" 22 50.26
"52315" 22 66.14
"52316" 22 66.15
"52317" 22 14.6
"52318" 22 66.02
"52319" 22 66.16
"52320" 22 66.17
"52321" 22 66.17
"52322" 22 65.95
"52323" 22 66.21
"52324" 22 66.05
"52325" 22 66.2
"52326" 22 65.95
"52327" 22 66.13
"52328" 22 66.16
"52329" 22 66.1
"52330" 22 65.03
"52331" 22 65.65
"52332" 22 65.88
"52333" 22 65.85
"52334" 22 53
"52335" 22 65.87
"52336" 22 65.99
"52337" 22 65.87
"52338" 22 66.03
"52339" 22 66.03
"52340" 22 66.18
"52341" 22 66.16
"52342" 22 66.2
"52343" 22 65.86
"52344" 22 65.77
"52345" 22 63.11
"52346" 22 66.18
"52347" 22 66.15
"52348" 22 65.99
"52349" 22 66.07
"52350" 22 65.82
"52351" 22 66.17
"52352" 22 66
"52353" 22 66.16
"52354" 22 66.06
"52355" 22 61
"52356" 22 65.96
"52357" 22 66.05
"52358" 22 52.02
"52359" 22 66.03
"52360" 22 66.05
"52361" 22 65.95
"52362" 22 66.16
"52363" 22 65.93
"52364" 22 33.53
"52365" 22 65.84
"52366" 22 65.92
"52367" 22 66.09
"52368" 22 66.04
"52369" 22 65.83
"52370" 22 66.14
"52371" 22 65.92
"52372" 22 66.06
"52373" 22 66.08
"52374" 22 65.95
"52375" 22 66.08
"52376" 22 66.12
"52377" 22 66.07
"52378" 22 61.18
"52379" 22 36.9
"52380" 22 65.39
"52381" 22 66.1
"52382" 22 52.18
"52383" 22 54.8
"52384" 22 65.53
"52385" 22 65.33
"52386" 22 65.9
"52387" 22 14.2
"52388" 22 30.03
"52389" 22 65.88
"52390" 22 65.89
"52391" 22 66.17
"52392" 22 66
"52393" 22 65.13
"52394" 22 59.82
"52395" 22 65.58
"52396" 22 65.79
"52397" 22 50.98
"52398" 22 66.18
"52399" 22 65.82
"52400" 22 66.2
"52401" 22 66.15
"52402" 22 66.19
"52403" 22 66.17
"52404" 22 66.09
"52405" 22 66.18
"52406" 22 65.95
"52407" 22 66.07
"52408" 22 66.18
"52409" 22 66.2
"52410" 22 65.97
"52411" 22 66.19
"52412" 22 66.2
"52413" 22 65.75
"52414" 22 66.04
"52415" 22 66.06
"52416" 22 66.18
"52417" 22 66.09
"52418" 22 66.14
"52419" 22 65.85
"52420" 22 54.91
"52421" 22 66.19
"52422" 22 65.67
"52423" 22 65.86
"52424" 22 65.77
"52425" 22 65.91
"52426" 22 66.2
"52427" 22 65.83
"52428" 22 66.05
"52429" 22 65.62
"52430" 22 66.2
"52431" 22 65.97
"52432" 22 66.05
"52433" 22 61.02
"52434" 22 65.92
"52435" 22 65.44
"52436" 22 65.48
"52437" 22 66.03
"52438" 22 53.86
"52439" 22 63.79
"52440" 22 65.87
"52441" 22 37.46
"52442" 22 65.88
"52443" 22 49.86
"52444" 22 66.08
"52445" 22 65.89
"52446" 22 44.9
"52447" 22 65.52
"52448" 22 65.49
"52449" 22 65.84
"52450" 22 66.14
"52451" 22 66.16
"52452" 22 66.15
"52453" 22 64.29
"52454" 22 65.89
"52455" 22 65.97
"52456" 22 65.66
"52457" 22 65.79
"52458" 22 65.88
"52459" 22 49.79
"52460" 22 66.11
"52461" 22 65.86
"52462" 22 45.41
"52463" 22 66.07
"52464" 22 66.14
"52465" 22 65.92
"52466" 22 66.09
"52467" 22 64.29
"52468" 22 53.88
"52469" 22 65.67
"52470" 22 64.87
"52471" 22 65.88
"52472" 22 65.17
"52473" 22 65.56
"52474" 22 63.97
"52475" 22 65.66
"52476" 22 66.17
"52477" 22 65.9
"52478" 22 65.02
"52479" 22 66.01
"52480" 22 65.69
"52481" 22 48.03
"52482" 22 64.48
"52483" 22 65.36
"52484" 22 66.16
"52485" 22 66.17
"52486" 22 34.46
"52487" 22 66.19
"52488" 22 65.44
"52489" 22 66.07
"52490" 22 66.18
"52491" 22 66.15
"52492" 22 66.16
"52493" 22 66.18
"52494" 22 66.14
"52495" 22 66.15
"52496" 22 65.49
"52497" 22 65.41
"52498" 22 65.45
"52499" 22 66.17
"52500" 22 66.2
"52501" 22 66.05
"52502" 22 65.99
"52503" 22 65.99
"52504" 22 66.06
"52505" 22 32.82
"52506" 22 66.09
"52507" 22 66.13
"52508" 22 66.13
"52509" 22 66.19
"52510" 22 66.18
"52511" 22 66.15
"52512" 22 65.95
"52513" 22 60.61
"52514" 22 34.75
"52515" 22 33.76
"52516" 22 66.1
"52517" 22 66.02
"52518" 22 66.14
"52519" 22 66.14
"52520" 22 65.13
"52521" 22 66.16
"52522" 22 66.05
"52523" 22 66.21
"52524" 22 66.19
"52525" 22 66.18
"52526" 22 65.61
"52527" 22 65.97
"52528" 22 66.14
"52529" 22 66.02
"52530" 22 66.18
"52531" 22 66.2
"52532" 22 65.86
"52533" 22 66.15
"52534" 22 65.99
"52535" 22 66.13
"52536" 22 35.3
"52537" 22 66.16
"52538" 22 66.19
"52539" 22 66.16
"52540" 22 66.18
"52541" 22 65.92
"52542" 22 66.15
"52543" 22 99
"52544" 22 66.16
"52545" 22 66.15
"52546" 22 65.98
"52547" 22 66.14
"52548" 22 65.84
"52549" 22 65.25
"52550" 22 66.16
"52551" 22 66.16
"52552" 22 56.5
"52553" 22 66.18
"52554" 22 66.13
"52555" 22 65.92
"52556" 22 66.07
"52557" 22 66.18
"52558" 22 65.57
"52559" 22 66.11
"52560" 22 65.84
"52561" 22 65.99
"52562" 22 9.54
"52563" 22 66.14
"52564" 22 65.95
"52565" 22 66.18
"52566" 22 65.44
"52567" 22 66.12
"52568" 22 65.98
"52569" 22 66.11
"52570" 22 65.9
"52571" 22 66.19
"52572" 22 66.05
"52573" 22 66.16
"52574" 22 66.18
"52575" 22 66.2
"52576" 22 66
"52577" 22 65.67
"52578" 22 65.9
"52579" 22 66.13
"52580" 22 66.2
"52581" 22 66.2
"52582" 22 34.83
"52583" 22 66.18
"52584" 22 66.18
"52585" 22 66.09
"52586" 22 66.17
"52587" 22 66.17
"52588" 22 66.2
"52589" 22 66.19
"52590" 22 66.17
"52591" 22 66.18
"52592" 22 63.94
"52593" 22 63.02
"52594" 22 66.19
"52595" 22 66.17
"52596" 22 66.21
"52597" 22 65.78
"52598" 22 65.81
"52599" 22 62.83
"52600" 22 65.62
"52601" 22 65.59
"52602" 22 66.08
"52603" 22 66.19
"52604" 22 66.18
"52605" 22 65.68
"52606" 22 66.17
"52607" 22 66.18
"52608" 22 66.17
"52609" 22 66.17
"52610" 22 63.19
"52611" 22 65.68
"52612" 22 66.17
"52613" 22 66.04
"52614" 22 66.02
"52615" 22 66.02
"52616" 22 66.17
"52617" 22 66.16
"52618" 22 66.15
"52619" 22 35.6
"52620" 22 65.77
"52621" 22 65.88
"52622" 22 65.57
"52623" 22 66.17
"52624" 22 66.03
"52625" 22 99
"52626" 22 66.19
"52627" 22 32.35
"52628" 22 66.18
"52629" 22 39.72
"52630" 22 65.79
"52631" 22 66.2
"52632" 22 66.19
"52633" 22 66.04
"52634" 22 65.59
"52635" 22 66.15
"52636" 22 66.21
"52637" 22 37.25
"52638" 22 66.16
"52639" 22 99
"52640" 22 66.11
"52641" 22 66.14
"52642" 22 66.18
"52643" 22 66.18
"52644" 22 66.02
"52645" 22 66.17
"52646" 22 66.16
"52647" 22 66.19
"52648" 22 65.97
"52649" 22 66.19
"52650" 22 66.11
"52651" 22 66.13
"52652" 22 42.65
"52653" 22 66.16
"52654" 22 66.19
"52655" 22 53.2
"52656" 22 66.18
"52657" 22 66.17
"52658" 22 66.12
"52659" 22 66.2
"52660" 22 66.19
"52661" 22 66.17
"52662" 22 66.18
"52663" 22 66.11
"52664" 22 66.13
"52665" 22 65.96
"52666" 22 66.19
"52667" 22 66.11
"52668" 22 66.19
"52669" 22 66.01
"52670" 22 65.96
"52671" 22 66.19
"52672" 22 66.17
"52673" 22 66.22
"52674" 22 66.17
"52675" 22 66.14
"52676" 22 37.16
"52677" 22 66.11
"52678" 22 66.2
"52679" 22 66.19
"52680" 22 66.15
"52681" 22 65.85
"52682" 22 65.74
"52683" 22 66.09
"52684" 22 66.11
"52685" 22 66.13
"52686" 22 66.2
"52687" 22 66.1
"52688" 22 66.12
"52689" 22 66.08
"52690" 22 66.09
"52691" 22 66.19
"52692" 22 66.15
"52693" 22 66.17
"52694" 22 66.17
"52695" 22 66.19
"52696" 22 66.06
"52697" 22 66.16
"52698" 22 66.2
"52699" 22 66.15
"52700" 22 66.17
"52701" 22 66.18
"52702" 22 66.17
"52703" 22 66.08
"52704" 22 52.2
"52705" 22 65.96
"52706" 22 66.19
"52707" 22 66.16
"52708" 22 66.19
"52709" 22 66.09
"52710" 22 65.85
"52711" 22 66.06
"52712" 22 65.99
"52713" 22 66.17
"52714" 22 65.06
"52715" 22 66.2
"52716" 22 65.77
"52717" 22 66.2
"52718" 22 66.03
"52719" 22 39.41
"52720" 22 19.69
"52721" 22 44.92
"52722" 22 65.88
"52723" 22 66.08
"52724" 22 65.98
"52725" 22 34.97
"52726" 22 65.77
"52727" 22 66.13
"52728" 22 65.19
"52729" 22 50.66
"52730" 22 65.57
"52731" 22 63.87
"52732" 22 65.06
"52733" 22 65.43
"52734" 22 65.69
"52735" 22 65.71
"52736" 22 66.15
"52737" 22 66.06
"52738" 22 65.32
"52739" 22 65.96
"52740" 22 65.92
"52741" 22 62.25
"52742" 22 65.1
"52743" 22 65.64
"52744" 22 42.46
"52745" 22 65.44
"52746" 22 65.47
"52747" 22 61.81
"52748" 22 65.74
"52749" 22 60.8
"52750" 22 65.94
"52751" 22 65.99
"52752" 22 52.91
"52753" 22 66
"52754" 22 66
"52755" 22 65.9
"52756" 22 65.9
"52757" 22 65.93
"52758" 22 48.53
"52759" 22 65.46
"52760" 22 65.42
"52761" 22 65.9
"52762" 22 65.37
"52763" 22 60.4
"52764" 22 65.92
"52765" 22 65.97
"52766" 22 35.03
"52767" 22 65.43
"52768" 22 65.61
"52769" 22 65.74
"52770" 22 65.91
"52771" 22 63.72
"52772" 22 66.07
"52773" 22 57.86
"52774" 22 65.9
"52775" 22 65.6
"52776" 22 66.12
"52777" 22 65.6
"52778" 22 64.97
"52779" 22 65.6
"52780" 22 65.54
"52781" 22 29.5
"52782" 22 45.96
"52783" 22 65.5
"52784" 22 66.04
"52785" 22 66.14
"52786" 22 65.98
"52787" 22 44.99
"52788" 22 26.41
"52789" 22 66.12
"52790" 22 65.88
"52791" 22 66.04
"52792" 22 66.15
"52793" 22 66.1
"52794" 22 65.91
"52795" 22 66.11
"52796" 22 66.09
"52797" 22 40.48
"52798" 22 66.21
"52799" 22 66.14
"52800" 22 34.39
"52801" 22 65.92
"52802" 22 65.34
"52803" 22 66.15
"52804" 22 66.08
"52805" 22 65.97
"52806" 22 12.74
"52807" 22 63.9
"52808" 22 66.08
"52809" 22 65.52
"52810" 22 66.21
"52811" 22 66.07
"52812" 22 65.48
"52813" 22 65.59
"52814" 22 66.21
"52815" 22 66.2
"52816" 22 65.66
"52817" 22 65.94
"52818" 22 62.36
"52819" 22 66.17
"52820" 22 66.17
"52821" 22 66.21
"52822" 22 65.76
"52823" 22 65.99
"52824" 22 9.09
"52825" 22 63.16
"52826" 22 65.59
"52827" 22 66.01
"52828" 22 65.31
"52829" 22 65.36
"52830" 22 65.95
"52831" 22 66.16
"52832" 22 66.2
"52833" 22 66.13
"52834" 22 66.2
"52835" 22 66.03
"52836" 22 66.12
"52837" 22 66
"52838" 22 65.99
"52839" 22 65.51
"52840" 22 66.14
"52841" 22 66.01
"52842" 22 66
"52843" 22 99
"52844" 22 66.18
"52845" 22 66.16
"52846" 22 65.64
"52847" 22 66.02
"52848" 22 66.03
"52849" 22 66.19
"52850" 22 65.73
"52851" 22 66.02
"52852" 22 66.13
"52853" 22 99
"52854" 22 63.11
"52855" 22 65.97
"52856" 22 66.2
"52857" 22 66.18
"52858" 22 59.98
"52859" 22 66.16
"52860" 22 41.3
"52861" 22 66.15
"52862" 22 62.55
"52863" 22 65.71
"52864" 22 66.08
"52865" 22 66.12
"52866" 22 62.84
"52867" 22 66.15
"52868" 22 65.98
"52869" 22 66.03
"52870" 22 65.78
"52871" 22 66.15
"52872" 22 66.01
"52873" 22 65.37
"52874" 22 63
"52875" 22 66.2
"52876" 22 65.58
"52877" 22 66.21
"52878" 22 65.92
"52879" 22 99
"52880" 22 66.16
"52881" 22 65.61
"52882" 22 65.81
"52883" 22 66.19
"52884" 22 66.13
"52885" 22 65.94
"52886" 22 66.11
"52887" 22 51.1
"52888" 22 70.5
"52889" 22 66.2
"52890" 22 66.2
"52891" 22 60.69
"52892" 22 66.16
"52893" 22 66.03
"52894" 22 66
"52895" 22 40.07
"52896" 22 63.15
"52897" 22 66.2
"52898" 22 60.09
"52899" 22 66.09
"52900" 22 59.24
"52901" 22 66.18
"52902" 22 65.84
"52903" 22 66.11
"52904" 22 66.01
"52905" 22 56.73
"52906" 22 65.79
"52907" 22 63.85
"52908" 22 65.06
"52909" 22 65.91
"52910" 22 66.15
"52911" 22 66.1
"52912" 22 66.19
"52913" 22 66.09
"52914" 22 65.17
"52915" 22 65.24
"52916" 22 66.02
"52917" 22 66.15
"52918" 22 66.09
"52919" 22 66.12
"52920" 22 66.1
"52921" 22 65.92
"52922" 22 65.86
"52923" 22 65.89
"52924" 22 65.9
"52925" 22 66.14
"52926" 22 65.85
"52927" 22 66.13
"52928" 22 66.09
"52929" 22 65.83
"52930" 22 65.39
"52931" 22 66.19
"52932" 22 66.12
"52933" 22 65.14
"52934" 22 66.18
"52935" 22 66.18
"52936" 22 36.34
"52937" 22 65.81
"52938" 22 65.85
"52939" 22 65.44
"52940" 22 66.15
"52941" 22 65.15
"52942" 22 65.98
"52943" 22 62.43
"52944" 22 66.08
"52945" 22 66.03
"52946" 22 65.55
"52947" 22 66.2
"52948" 22 66.18
"52949" 22 66.14
"52950" 22 66.16
"52951" 22 65.96
"52952" 22 66.14
"52953" 22 66.14
"52954" 22 66.19
"52955" 22 65.59
"52956" 22 23.84
"52957" 22 63.17
"52958" 22 66.18
"52959" 22 65.9
"52960" 22 66.16
"52961" 22 66.13
"52962" 22 65.97
"52963" 22 65.92
"52964" 22 65.19
"52965" 22 65.96
"52966" 22 65.89
"52967" 22 66.19
"52968" 22 66.2
"52969" 22 65.96
"52970" 22 66.12
"52971" 22 66.15
"52972" 22 66.17
"52973" 22 65.96
"52974" 22 66.04
"52975" 22 66.16
"52976" 22 15.69
"52977" 22 66.2
"52978" 22 66.15
"52979" 22 66.08
"52980" 22 66.2
"52981" 22 66.2
"52982" 22 66.17
"52983" 22 66.12
"52984" 22 65.96
"52985" 22 66.14
"52986" 22 66.14
"52987" 22 66.16
"52988" 22 66.01
"52989" 22 65.65
"52990" 22 66.15
"52991" 22 66.13
"52992" 22 66.18
"52993" 22 66.15
"52994" 22 66.14
"52995" 22 31.35
"52996" 22 65.54
"52997" 22 65.89
"52998" 22 65.19
"52999" 22 66.15
"53000" 22 65.93
"53001" 22 65.83
"53002" 22 66.2
"53003" 22 66.11
"53004" 22 65.95
"53005" 22 65.7
"53006" 22 40.69
"53007" 22 65.64
"53008" 22 66.18
"53009" 22 66.19
"53010" 22 66.15
"53011" 22 66.15
"53012" 22 66.14
"53013" 22 65.93
"53014" 22 66.14
"53015" 22 66.15
"53016" 22 33.49
"53017" 22 62.36
"53018" 22 65.3
"53019" 22 66.14
"53020" 22 38.6
"53021" 22 66.11
"53022" 22 66.13
"53023" 22 41.68
"53024" 22 65.93
"53025" 22 65.97
"53026" 22 65.94
"53027" 22 66.14
"53028" 22 66.21
"53029" 22 34.69
"53030" 22 62.28
"53031" 22 66.14
"53032" 22 65.92
"53033" 22 66.19
"53034" 22 16.24
"53035" 22 65.25
"53036" 22 65.89
"53037" 22 65.92
"53038" 22 62.81
"53039" 22 32.5
"53040" 22 3.54
"53041" 22 35.61
"53042" 22 66.19
"53043" 22 66.17
"53044" 22 65.42
"53045" 22 65.82
"53046" 22 66.01
"53047" 22 66.18
"53048" 22 66.14
"53049" 22 65.94
"53050" 22 65.72
"53051" 22 62.86
"53052" 22 66.19
"53053" 22 66.13
"53054" 22 65.52
"53055" 22 60.14
"53056" 22 65.94
"53057" 22 65.41
"53058" 22 66.03
"53059" 22 4.53
"53060" 22 65.2
"53061" 22 66.2
"53062" 22 65.67
"53063" 22 66.07
"53064" 22 66.07
"53065" 22 66
"53066" 22 65.93
"53067" 22 66.07
"53068" 22 65.99
"53069" 22 65.79
"53070" 22 65.96
"53071" 22 63.68
"53072" 22 62.06
"53073" 22 66.08
"53074" 22 66.14
"53075" 22 65.89
"53076" 22 49.6
"53077" 22 66.22
"53078" 22 66.19
"53079" 22 65.9
"53080" 22 66.16
"53081" 22 66.21
"53082" 22 66.1
"53083" 22 66.13
"53084" 22 66.14
"53085" 22 65.99
"53086" 22 66.03
"53087" 22 66.11
"53088" 22 66.13
"53089" 22 66.15
"53090" 22 66.18
"53091" 22 66.19
"53092" 22 66.14
"53093" 22 66.11
"53094" 22 66.12
"53095" 22 66.18
"53096" 22 66.16
"53097" 22 65.81
"53098" 22 66.22
"53099" 22 66.18
"53100" 22 66.12
"53101" 22 66.18
"53102" 22 66.18
"53103" 22 66.05
"53104" 22 47.55
"53105" 22 66.18
"53106" 22 66.19
"53107" 22 66.18
"53108" 22 66.1
"53109" 22 66.11
"53110" 22 50.81
"53111" 22 65.9
"53112" 22 66.18
"53113" 22 66.09
"53114" 22 66.07
"53115" 22 65.92
"53116" 22 65.93
"53117" 22 65.47
"53118" 22 65.36
"53119" 22 66.12
"53120" 22 66.11
"53121" 22 65.5
"53122" 22 66.19
"53123" 22 65.97
"53124" 22 66.16
"53125" 22 66.04
"53126" 22 65.89
"53127" 22 65.02
"53128" 22 66.16
"53129" 22 28.63
"53130" 22 66.11
"53131" 22 65.23
"53132" 22 65.21
"53133" 22 66.13
"53134" 22 66.05
"53135" 22 66.16
"53136" 22 66.1
"53137" 22 65.95
"53138" 22 66.2
"53139" 22 63.12
"53140" 22 65.54
"53141" 22 66.15
"53142" 22 65.5
"53143" 22 66.17
"53144" 22 66.14
"53145" 22 66.16
"53146" 22 65.26
"53147" 22 66.11
"53148" 22 66.15
"53149" 22 35.58
"53150" 22 65.95
"53151" 22 99
"53152" 22 66.09
"53153" 22 66.13
"53154" 22 66.01
"53155" 22 64.56
"53156" 22 65.86
"53157" 22 65.92
"53158" 22 65.42
"53159" 22 65.18
"53160" 22 65.97
"53161" 22 62.59
"53162" 22 66.2
"53163" 22 66.18
"53164" 22 66.07
"53165" 22 66.22
"53166" 22 32.17
"53167" 22 66.14
"53168" 22 66.18
"53169" 22 65.92
"53170" 22 66.1
"53171" 22 66.11
"53172" 22 66.03
"53173" 22 63.76
"53174" 22 66.18
"53175" 22 66.13
"53176" 22 65.89
"53177" 22 32.17
"53178" 22 66.15
"53179" 22 66
"53180" 22 51.52
"53181" 22 7.07
"53182" 22 66.12
"53183" 22 66.19
"53184" 22 66.14
"53185" 22 66.11
"53186" 22 66.21
"53187" 22 66.15
"53188" 22 65.2
"53189" 22 66.18
"53190" 22 66.18
"53191" 22 66.15
"53192" 22 66.08
"53193" 22 65.66
"53194" 22 66.11
"53195" 22 65.85
"53196" 22 65.85
"53197" 22 66.04
"53198" 22 65.85
"53199" 22 66.07
"53200" 22 66.15
"53201" 22 6.81
"53202" 22 66.15
"53203" 22 65.87
"53204" 22 66.16
"53205" 22 66.17
"53206" 22 65.97
